学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F113310103974,F1(大学),13(東京),3(私),1(本),ＬＥＣ東京リーガルマインド大学院大学,東京都千代田区神田三崎町２－２－１５,1010061,2021-01-20,,2327,
F113310103983,F1(大学),13(東京),3(私),1(本),デジタルハリウッド大学,東京都千代田区神田駿河台４－６　御茶ノ水ソラシティ　アカデミア３Ｆ／４Ｆ,1010062,2021-01-20,,2328,
F113310103992,F1(大学),13(東京),3(私),1(本),白梅学園大学,東京都小平市小川町１丁目８３０番地,1870032,2021-01-20,,2329,
F113310104009,F1(大学),13(東京),3(私),1(本),東京医療保健大学,東京都品川区東五反田４－１－１７,1418648,2021-01-20,,2330,
F113310104018,F1(大学),13(東京),3(私),1(本),東京聖栄大学,東京都葛飾区西新小岩一丁目４番６号,1248530,2021-01-20,,2331,
F113310104027,F1(大学),13(東京),3(私),1(本),ビジネス・ブレークスルー大学,東京都千代田区六番町１－７　Ｏｈｍａｅ＠ｗｏｒｋビル,1020085,2021-01-20,,2339,
F113310104036,F1(大学),13(東京),3(私),1(本),グロービス経営大学院大学,東京都千代田区二番町５番地１,1020084,2021-01-20,,2341,
F113310104045,F1(大学),13(東京),3(私),1(本),文化ファッション大学院大学,東京都渋谷区代々木三丁目２２番１号,1510053,2021-01-20,,2343,
F113310104054,F1(大学),13(東京),3(私),1(本),大原大学院大学,東京都千代田区西神田１－２－１０,1010065,2021-01-20,,2345,
F113310104063,F1(大学),13(東京),3(私),1(本),東京未来大学,東京都足立区千住曙町３４番１２,1200023,2021-01-20,,2346,
F113310104072,F1(大学),13(東京),3(私),1(本),ハリウッド大学院大学,東京都港区六本木６丁目４番１号,1060032,2021-01-20,,2348,
F113310104081,F1(大学),13(東京),3(私),1(本),ＳＢＩ大学院大学,東京都港区六本木１－６－１　泉ガーデンタワー２１階,1066021,2021-01-20,,2349,
F113310104090,F1(大学),13(東京),3(私),1(本),こども教育宝仙大学,東京都中野区中央二丁目３３番２６号,1640011,2021-01-20,,2350,
F113310104107,F1(大学),13(東京),3(私),1(本),東京有明医療大学,東京都江東区有明２丁目９番１号,1350063,2021-01-20,,2351,
F113310104116,F1(大学),13(東京),3(私),1(本),東京工芸大学,東京都中野区本町２－９－５,1648678,2021-01-20,,2358,
F113310104125,F1(大学),13(東京),3(私),1(本),産業能率大学,東京都世田谷区等々力６－３９－１５,1588630,2021-01-20,,2361,
F113310104134,F1(大学),13(東京),3(私),1(本),ヤマザキ動物看護大学,東京都八王子市南大沢４－７－２,1920364,2021-01-20,,2383,
F113310104143,F1(大学),13(東京),3(私),1(本),東京医療学院大学,東京都多摩市落合４－１１,2060033,2021-01-20,,2398,
F113310104152,F1(大学),13(東京),3(私),1(本),事業構想大学院大学,東京都港区南青山３－１３－１６,1070062,2021-01-20,,2399,
F113310104161,F1(大学),13(東京),3(私),1(本),社会構想大学院大学,東京都新宿区高田馬場１－２５－３０,1698518,2021-01-20,,2400,
F113310104170,F1(大学),13(東京),3(私),1(本),帝京科学大学,東京都足立区千住桜木２－２－１,1200045,2021-01-20,,2405,
F113310104189,F1(大学),13(東京),3(私),1(本),東京情報デザイン専門職大学,東京都江戸川区小松川２－７－１,1320034,2023-05-01,,,
F213310104188,F2(短大),13(東京),3(私),1(本),愛国学園短期大学,東京都江戸川区西小岩５－７－１,1338585,2021-01-20,,5190,
F213310104197,F2(短大),13(東京),3(私),9(廃),青山学院女子短期大学,東京都渋谷区渋谷４－４－２５,1500002,2021-01-20,2023-05-01,5192,
F213310104204,F2(短大),13(東京),3(私),1(本),上野学園大学短期大学部,東京都台東区東上野４－２４－１２,1108642,2021-01-20,,5195,
F213310104213,F2(短大),13(東京),3(私),1(本),大妻女子大学短期大学部,東京都千代田区三番町１２,1028357,2021-01-20,,5196,
F213310104222,F2(短大),13(東京),3(私),1(本),共立女子短期大学,東京都千代田区一ツ橋２－２－１,1018437,2021-01-20,,5200,
F213310104231,F2(短大),13(東京),3(私),1(本),国際短期大学,東京都中野区江古田４－８－８,1650022,2021-01-20,,5203,
F213310104240,F2(短大),13(東京),3(私),1(本),駒沢女子短期大学,東京都稲城市坂浜２３８,2068511,2021-01-20,,5205,
F213310104259,F2(短大),13(東京),3(私),1(本),自由が丘産能短期大学,東京都世田谷区等々力６－３９－１５,1580082,2021-01-20,,5207,
F213310104268,F2(短大),13(東京),3(私),1(本),実践女子大学短期大学部,東京都渋谷区東１－１－４９,1508538,2021-01-20,,5208,
F213310104277,F2(短大),13(東京),3(私),1(本),淑徳大学短期大学部,東京都板橋区前野町６－３６－４,1748631,2021-01-20,,5210,
F213310104286,F2(短大),13(東京),3(私),1(本),女子栄養大学短期大学部,東京都豊島区駒込３－２４－３,1708481,2021-01-20,,5213,
F213310104295,F2(短大),13(東京),3(私),1(本),女子美術大学短期大学部,東京都杉並区和田１－４９－８,1660012,2021-01-20,,5214,
F213310104302,F2(短大),13(東京),3(私),1(本),杉野服飾大学短期大学部,東京都品川区上大崎４－６－１９,1410021,2021-01-20,,5215,
F213310104311,F2(短大),13(東京),3(私),1(本),星美学園短期大学,東京都北区赤羽台４－２－１４,1158524,2021-01-20,,5218,
F213310104320,F2(短大),13(東京),3(私),1(本),帝京大学短期大学,東京都八王子市大塚３５９,1920395,2021-01-20,,5222,
F213310104339,F2(短大),13(東京),3(私),1(本),帝京短期大学,東京都渋谷区本町６－３１－１,1510071,2021-01-20,,5223,
F213310104348,F2(短大),13(東京),3(私),1(本),戸板女子短期大学,東京都港区芝２－２１－１７,1050014,2021-01-20,,5224,
F213310104357,F2(短大),13(東京),3(私),1(本),東京家政大学短期大学部,東京都板橋区加賀１－１８－１,1738602,2021-01-20,,5227,
F213310104366,F2(短大),13(東京),3(私),1(本),東京交通短期大学,東京都豊島区池袋本町２－５－１５,1700011,2021-01-20,,5228,
F213310104375,F2(短大),13(東京),3(私),1(本),東京成徳短期大学,東京都北区十条台１－７－１３,1140033,2021-01-20,,5231,
F213310104384,F2(短大),13(東京),3(私),1(本),新渡戸文化短期大学,東京都中野区本町６－３８－１,1648638,2021-01-20,,5234,
F213310104393,F2(短大),13(東京),3(私),1(本),東京立正短期大学,東京都杉並区堀之内２－４１－１５,1660013,2021-01-20,,5235,
F213310104400,F2(短大),13(東京),3(私),1(本),東邦音楽短期大学,東京都文京区大塚４－４６－９,1120012,2021-01-20,,5236,
F213310104419,F2(短大),13(東京),3(私),1(本),日本大学短期大学部,東京都千代田区九段南４－８－２４,1028275,2021-01-20,,5246,
F213310104428,F2(短大),13(東京),3(私),9(廃),文化学園大学短期大学部,東京都渋谷区代々木３－２２－１,1510053,2021-01-20,2023-05-01,5248,
F213310104437,F2(短大),13(東京),3(私),1(本),目白大学短期大学部,東京都新宿区中落合４－３１－１,1610032,2021-01-20,,5254,
F213310104446,F2(短大),13(東京),3(私),9(廃),立教女学院短期大学,東京都杉並区久我山４－２９－２３,1680082,2021-01-20,2021-05-27,5256,
F213310104455,F2(短大),13(東京),3(私),1(本),創価女子短期大学,東京都八王子市丹木町１－２３６,1928577,2021-01-20,,5260,
F213310104464,F2(短大),13(東京),3(私),1(本),白梅学園短期大学,東京都小平市小川町１－８３０,1870032,2021-01-20,,5299,
F213310104473,F2(短大),13(東京),3(私),1(本),東京女子体育短期大学,東京都国立市富士見台４－３０－１,1868668,2021-01-20,,5304,
F213310104482,F2(短大),13(東京),3(私),1(本),フェリシアこども短期大学,東京都町田市三輪町１１３５,1950054,2021-01-20,,5306,
F213310104491,F2(短大),13(東京),3(私),1(本),桐朋学園芸術短期大学,東京都調布市若葉町１－４１－１,1828510,2021-01-20,,5307,
F213310104507,F2(短大),13(東京),3(私),1(本),山野美容芸術短期大学,東京都八王子市鑓水５３０,1920396,2021-01-20,,5314,
F213310104516,F2(短大),13(東京),3(私),1(本),日本歯科大学東京短期大学,東京都千代田区富士見二丁目３番１６号,1020071,2021-01-20,,5316,
F213310104525,F2(短大),13(東京),3(私),1(本),東京歯科大学短期大学,東京都千代田区神田三崎町２－９－１８,1010061,2021-01-20,,5317,
F213310104534,F2(短大),13(東京),3(私),1(本),ヤマザキ動物看護専門職短期大学,東京都渋谷区松濤２－３－１０,1500046,2021-01-20,,5318,
F213310104543,F2(短大),13(東京),3(私),1(本),有明教育芸術短期大学,東京都江東区有明２－９－２,1350063,2021-01-20,,5369,
F213310104552,F2(短大),13(東京),3(私),1(本),貞静学園短期大学,東京都文京区小日向１丁目２６番１３号,1120006,2021-01-20,,5377,
G113110104564,G1(高専),13(東京),1(国),1(本),東京工業高等専門学校,東京都八王子市椚田町１２２０－２,1930997,2021-01-20,,6560,
G113210104571,G1(高専),13(東京),2(公),1(本),東京都立産業技術高等専門学校,東京都品川区東大井１－１０－４０,1400011,2021-01-20,,7060,
G113310104588,G1(高専),13(東京),3(私),1(本),サレジオ工業高等専門学校,東京都町田市小山ヶ丘４－６－８,1940215,2021-01-20,,8190,
F114110104592,F1(大学),14(神奈川),1(国),1(本),横浜国立大学,神奈川県横浜市保土ケ谷区常盤台７９－１,2408501,2021-01-20,,0224,
F114110104609,F1(大学),14(神奈川),1(国),1(本),総合研究大学院大学,神奈川県三浦郡葉山町（湘南国際村）,2400193,2021-01-20,,0484,
F114210104616,F1(大学),14(神奈川),2(公),1(本),横浜市立大学,神奈川県横浜市金沢区瀬戸２２－２,2360027,2021-01-20,,1152,
F114210104625,F1(大学),14(神奈川),2(公),1(本),神奈川県立保健福祉大学,神奈川県横須賀市平成町１丁目１０番１,2380013,2021-01-20,,1153,
F114210111993,F1(大学),14(神奈川),2(公),1(本),川崎市立看護大学,神奈川県川崎市幸区小倉４－３０－１,2120054,2022-05-01,,,
F114310104632,F1(大学),14(神奈川),3(私),1(本),星槎大学,神奈川県足柄下郡箱根町仙石原８１７－２５５,2500631,2021-01-20,,2024,
F114310104641,F1(大学),14(神奈川),3(私),1(本),神奈川大学,神奈川県横浜市神奈川区六角橋３－２７－１,2218686,2021-01-20,,2332,
F114310104650,F1(大学),14(神奈川),3(私),1(本),関東学院大学,神奈川県横浜市金沢区六浦東１－５０－１,2368501,2021-01-20,,2333,
F114310104669,F1(大学),14(神奈川),3(私),1(本),鶴見大学,神奈川県横浜市鶴見区鶴見２－１－３,2308501,2021-01-20,,2334,
F114310104678,F1(大学),14(神奈川),3(私),1(本),フェリス女学院大学,神奈川県横浜市泉区緑園４－５－３,2458650,2021-01-20,,2335,
F114310104687,F1(大学),14(神奈川),3(私),1(本),横浜商科大学,神奈川県横浜市鶴見区東寺尾４－１１－１,2308577,2021-01-20,,2336,
F114310104696,F1(大学),14(神奈川),3(私),1(本),八洲学園大学,神奈川県横浜市西区桜木町７丁目４２番地,2200021,2021-01-20,,2337,
F114310104703,F1(大学),14(神奈川),3(私),1(本),情報セキュリティ大学院大学,神奈川県横浜市神奈川区鶴屋町二丁目１４番地１,2210835,2021-01-20,,2338,
F114310104712,F1(大学),14(神奈川),3(私),1(本),横浜薬科大学,神奈川県横浜市戸塚区俣野町字東原６０１番１号,2450066,2021-01-20,,2344,
F114310104721,F1(大学),14(神奈川),3(私),1(本),麻布大学,神奈川県相模原市中央区淵野辺１－１７－７１,2525201,2021-01-20,,2352,
F114310104730,F1(大学),14(神奈川),3(私),1(本),神奈川歯科大学,神奈川県横須賀市稲岡町８２,2388580,2021-01-20,,2353,
F114310104749,F1(大学),14(神奈川),3(私),1(本),鎌倉女子大学,神奈川県鎌倉市大船６－１－３,2478512,2021-01-20,,2354,
F114310104758,F1(大学),14(神奈川),3(私),1(本),湘南工科大学,神奈川県藤沢市辻堂西海岸１－１－２５,2518511,2021-01-20,,2355,
F114310104767,F1(大学),14(神奈川),3(私),1(本),相模女子大学,神奈川県相模原市南区文京２－１－１,2520383,2021-01-20,,2356,
F114310104776,F1(大学),14(神奈川),3(私),1(本),洗足学園音楽大学,神奈川県川崎市高津区久本２－３－１,2138580,2021-01-20,,2357,
F114310104785,F1(大学),14(神奈川),3(私),1(本),聖マリアンナ医科大学,神奈川県川崎市宮前区菅生２－１６－１,2160015,2021-01-20,,2359,
F114310104794,F1(大学),14(神奈川),3(私),1(本),神奈川工科大学,神奈川県厚木市下荻野１０３０,2430203,2021-01-20,,2360,
F114310104801,F1(大学),14(神奈川),3(私),1(本),昭和音楽大学,神奈川県川崎市麻生区上麻生１－１１－１,2158558,2021-01-20,,2362,
F114310104810,F1(大学),14(神奈川),3(私),1(本),桐蔭横浜大学,神奈川県横浜市青葉区鉄町１６１４,2250025,2021-01-20,,2363,
F114310104829,F1(大学),14(神奈川),3(私),1(本),東洋英和女学院大学,神奈川県横浜市緑区三保町３２,2260015,2021-01-20,,2364,
F114310104838,F1(大学),14(神奈川),3(私),1(本),松蔭大学,神奈川県厚木市森の里若宮９番１号,2430124,2021-01-20,,2365,
F114310104847,F1(大学),14(神奈川),3(私),1(本),田園調布学園大学,神奈川県川崎市麻生区東百合丘三丁目４番１号,2158542,2021-01-20,,2366,
F114310104856,F1(大学),14(神奈川),3(私),1(本),横浜美術大学,神奈川県横浜市青葉区鴨志田町１２０４番地,2270033,2021-01-20,,2384,
F114310104865,F1(大学),14(神奈川),3(私),1(本),日本映画大学,神奈川県川崎市麻生区万福寺一丁目１６－３０,2150004,2021-01-20,,2385,
F114310104874,F1(大学),14(神奈川),3(私),1(本),横浜創英大学,神奈川県横浜市緑区三保町１番地,2260015,2021-01-20,,2401,
F114310104883,F1(大学),14(神奈川),3(私),1(本),湘南医療大学,神奈川県横浜市戸塚区上品濃１６－４８,2440806,2021-01-20,,2402,
F114310104892,F1(大学),14(神奈川),3(私),1(本),湘南鎌倉医療大学　,神奈川県鎌倉市山崎１１９５－３　,2470066,2021-01-20,,2409,
F114310104909,F1(大学),14(神奈川),3(私),1(本),ビューティ＆ウェルネス専門職大学,神奈川県横浜市都筑区牛久保３－９－３,2240012,2023-05-01,,,
F114310104918,F1(大学),14(神奈川),3(私),1(本),グローバルＢｉｚ専門職大学,神奈川県川崎市川崎区駅前本町２２－１,2100007,2023-05-01,,,
F214210104900,F2(短大),14(神奈川),2(公),1(本),川崎市立看護短期大学,神奈川県川崎市幸区小倉４－３０－１,2120054,2021-01-20,,4418,
F214310104917,F2(短大),14(神奈川),3(私),1(本),和泉短期大学,神奈川県相模原市中央区青葉２－２－１,2525222,2021-01-20,,5194,
F214310104926,F2(短大),14(神奈川),3(私),1(本),鶴見大学短期大学部,神奈川県横浜市鶴見区鶴見２－１－３,2308501,2021-01-20,,5334,
F214310104935,F2(短大),14(神奈川),3(私),1(本),横浜女子短期大学,神奈川県横浜市港南区港南台４－４－５,2340054,2021-01-20,,5338,
F214310104944,F2(短大),14(神奈川),3(私),1(本),昭和音楽大学短期大学部,神奈川県川崎市麻生区上麻生１－１１－１,2158558,2021-01-20,,5339,
F214310104953,F2(短大),14(神奈川),3(私),1(本),上智大学短期大学部,神奈川県秦野市上大槻山王台９９９,2570005,2021-01-20,,5340,
F214310104962,F2(短大),14(神奈川),3(私),1(本),小田原短期大学,神奈川県小田原市城山４－５－１,2500045,2021-01-20,,5353,
F214310104971,F2(短大),14(神奈川),3(私),1(本),鎌倉女子大学短期大学部,神奈川県鎌倉市大船６－１－３,2478512,2021-01-20,,5355,
F214310104980,F2(短大),14(神奈川),3(私),1(本),相模女子大学短期大学部,神奈川県相模原市南区文京２－１－１,2520383,2021-01-20,,5356,
F214310104999,F2(短大),14(神奈川),3(私),1(本),洗足こども短期大学,神奈川県川崎市高津区久本２－３－１,2138580,2021-01-20,,5357,
F214310105006,F2(短大),14(神奈川),3(私),1(本),神奈川歯科大学短期大学部,神奈川県横須賀市稲岡町８２,2388580,2021-01-20,,5359,
F214310105015,F2(短大),14(神奈川),3(私),9(廃),聖セシリア女子短期大学,神奈川県大和市林間２－６－１１,2420003,2021-01-20,2022-05-01,5361,
F214310105024,F2(短大),14(神奈川),3(私),9(廃),東海大学医療技術短期大学,神奈川県平塚市北金目４－１－２,2591207,2021-01-20,2023-05-01,5362,
F214310105033,F2(短大),14(神奈川),3(私),1(本),湘北短期大学,神奈川県厚木市温水字長久保４２８,2438501,2021-01-20,,5363,
F115110105046,F1(大学),15(新潟),1(国),1(本),新潟大学,新潟県新潟市西区五十嵐２の町８０５０番地,9502181,2021-01-20,,0228,
F115110105055,F1(大学),15(新潟),1(国),1(本),長岡技術科学大学,新潟県長岡市上富岡町１６０３－１,9402188,2021-01-20,,0432,
F115110105064,F1(大学),15(新潟),1(国),1(本),上越教育大学,新潟県上越市山屋敷町１,9438512,2021-01-20,,0452,
F115210105071,F1(大学),15(新潟),2(公),1(本),新潟県立看護大学,新潟県上越市新南町２４０番地,9430147,2021-01-20,,1155,
F115210105080,F1(大学),15(新潟),2(公),1(本),新潟県立大学,新潟県新潟市東区海老ケ瀬４７１,9508680,2021-01-20,,1156,
F115210105099,F1(大学),15(新潟),2(公),1(本),長岡造形大学,新潟県長岡市千秋４丁目１９７番地,9402088,2021-01-20,,1157,
F115210111849,F1(大学),15(新潟),2(公),1(本),三条市立大学,新潟県三条市上須頃５００２番地５,9550091,2021-05-27,,1158,
F115310105104,F1(大学),15(新潟),3(私),1(本),長岡大学,新潟県長岡市御山町８０番地８,9400828,2021-01-20,,2367,
F115310105113,F1(大学),15(新潟),3(私),1(本),新潟医療福祉大学,新潟県新潟市北区島見町１３９８番地,9503198,2021-01-20,,2368,
F115310105122,F1(大学),15(新潟),3(私),1(本),新潟青陵大学,新潟県新潟市中央区水道町１丁目５９３９番地,9518121,2021-01-20,,2369,
F115310105131,F1(大学),15(新潟),3(私),1(本),新潟工科大学,新潟県柏崎市大字藤橋１７１９番地,9451195,2021-01-20,,2370,
F115310105140,F1(大学),15(新潟),3(私),1(本),新潟経営大学,新潟県加茂市希望ケ丘２９０９－２,9591321,2021-01-20,,2372,
F115310105159,F1(大学),15(新潟),3(私),1(本),新潟国際情報大学,新潟県新潟市西区みずき野３丁目１番１号,9502292,2021-01-20,,2373,
F115310105168,F1(大学),15(新潟),3(私),1(本),敬和学園大学,新潟県新発田市富塚字三賀境１２７０,9578585,2021-01-20,,2374,
F115310105177,F1(大学),15(新潟),3(私),1(本),新潟薬科大学,新潟県新潟市秋葉区東島２６５－１,9568603,2021-01-20,,2375,
F115310105186,F1(大学),15(新潟),3(私),1(本),国際大学,新潟県南魚沼市国際町７７７,9497277,2021-01-20,,2376,
F115310105195,F1(大学),15(新潟),3(私),1(本),新潟産業大学,新潟県柏崎市大字軽井川４７３０,9451393,2021-01-20,,2377,
F115310105202,F1(大学),15(新潟),3(私),1(本),事業創造大学院大学,新潟県新潟市中央区米山三丁目１番４６号,9500916,2021-01-20,,2381,
F115310105211,F1(大学),15(新潟),3(私),1(本),新潟リハビリテーション大学,新潟県村上市上の山２番１６号,9580053,2021-01-20,,2382,
F115310105220,F1(大学),15(新潟),3(私),1(本),新潟食料農業大学,新潟県新潟市北区島見町９４０番地,9503197,2021-01-20,,2393,
F115310105239,F1(大学),15(新潟),3(私),1(本),開志専門職大学　,新潟県新潟市中央区紫竹山６－３－５,9500914,2021-01-20,,2394,
F115310105248,F1(大学),15(新潟),3(私),1(本),長岡崇徳大学,新潟県長岡市深沢町２２７８－８,9402135,2021-01-20,,2403,
F215310105256,F2(短大),15(新潟),3(私),1(本),新潟青陵大学短期大学部,新潟県新潟市中央区水道町１丁目５９３９番地,9518121,2021-01-20,,5370,
F215310105265,F2(短大),15(新潟),3(私),1(本),新潟工業短期大学,新潟県新潟市西区上新栄町５－１３－７,9502076,2021-01-20,,5372,
F215310105274,F2(短大),15(新潟),3(私),1(本),新潟中央短期大学,新潟県加茂市希望ケ丘２９０９－２,9591321,2021-01-20,,5373,
F215310105283,F2(短大),15(新潟),3(私),1(本),日本歯科大学新潟短期大学,新潟県新潟市中央区浜浦町１丁目８,9518580,2021-01-20,,5375,
F215310105292,F2(短大),15(新潟),3(私),1(本),明倫短期大学,新潟県新潟市西区真砂３－１６－１０,9502086,2021-01-20,,5376,
G115110105302,G1(高専),15(新潟),1(国),1(本),長岡工業高等専門学校,新潟県長岡市西片貝町８８８,9408532,2021-01-20,,6568,
F116110105312,F1(大学),16(富山),1(国),1(本),富山大学,富山県富山市五福３１９０,9308555,2021-01-20,,0536,
F116210105329,F1(大学),16(富山),2(公),1(本),富山県立大学,富山県射水市黒河５１８０,9390398,2021-01-20,,1160,
F116310105336,F1(大学),16(富山),3(私),1(本),高岡法科大学,富山県高岡市戸出石代３０７－３,9391193,2021-01-20,,2378,
F116310105345,F1(大学),16(富山),3(私),1(本),富山国際大学,富山県富山市東黒牧６５－１,9301292,2021-01-20,,2379,
F116310105354,F1(大学),16(富山),3(私),1(本),桐朋学園大学院大学,富山県富山市呉羽町１８８４番地１７,9300138,2021-01-20,,2380,
F216310105362,F2(短大),16(富山),3(私),1(本),富山短期大学,富山県富山市願海寺水口４４４,9300193,2021-01-20,,5379,
F216310105371,F2(短大),16(富山),3(私),1(本),富山福祉短期大学,富山県射水市三ケ５７９,9390341,2021-01-20,,5381,
G116110105383,G1(高専),16(富山),1(国),1(本),富山高等専門学校,富山県富山市本郷町１３,9398630,2021-01-20,,6577,
F117110105393,F1(大学),17(石川),1(国),1(本),金沢大学,石川県金沢市角間町,9201192,2021-01-20,,0236,
F117110105400,F1(大学),17(石川),1(国),1(本),北陸先端科学技術大学院大学,石川県能美市旭台１－１,9231292,2021-01-20,,0488,
F117210105417,F1(大学),17(石川),2(公),1(本),公立小松大学,石川県小松市四丁町ヌ１－３,9238511,2021-01-20,,1162,
F117210105426,F1(大学),17(石川),2(公),1(本),石川県立大学,石川県野々市市末松１丁目３０８番地,9218836,2021-01-20,,1163,
F117210105435,F1(大学),17(石川),2(公),1(本),金沢美術工芸大学,石川県金沢市小立野５－１１－１,9208656,2021-01-20,,1164,
F117210105444,F1(大学),17(石川),2(公),1(本),石川県立看護大学,石川県かほく市学園台１丁目１番地,9291210,2021-01-20,,1165,
F117310105451,F1(大学),17(石川),3(私),1(本),金沢星稜大学,石川県金沢市御所町丑１０－１,9208620,2021-01-20,,2386,
F117310105460,F1(大学),17(石川),3(私),1(本),金沢工業大学,石川県野々市市扇が丘７－１,9218501,2021-01-20,,2387,
F117310105479,F1(大学),17(石川),3(私),1(本),金沢医科大学,石川県河北郡内灘町字大学１－１,9200265,2021-01-20,,2388,
F117310105488,F1(大学),17(石川),3(私),1(本),北陸大学,石川県金沢市太陽が丘１－１,9201148,2021-01-20,,2389,
F117310105497,F1(大学),17(石川),3(私),1(本),金沢学院大学,石川県金沢市末町１０－５,9201302,2021-01-20,,2390,
F117310105503,F1(大学),17(石川),3(私),1(本),金城大学,石川県白山市笠間町１２００番地,9240063,2021-01-20,,2391,
F117310105512,F1(大学),17(石川),3(私),1(本),北陸学院大学,石川県金沢市三小牛町イ１１番地,9201346,2021-01-20,,2392,
F117310111854,F1(大学),17(石川),3(私),1(本),かなざわ食マネジメント専門職大学,石川県白山市横江町５２５０,9240011,2021-05-27,,2410,
F217210105522,F2(短大),17(石川),2(公),9(廃),小松短期大学,石川県小松市四丁町ヌ１－３,9238511,2021-01-20,2021-05-27,4434,
F217310105539,F2(短大),17(石川),3(私),1(本),金沢学院短期大学,石川県金沢市末町１０,9201302,2021-01-20,,5386,
F217310105548,F2(短大),17(石川),3(私),1(本),北陸学院大学短期大学部,石川県金沢市三小牛町イ１１,9201346,2021-01-20,,5387,
F217310105557,F2(短大),17(石川),3(私),1(本),金城大学短期大学部,石川県白山市笠間町１２００,9240063,2021-01-20,,5388,
F217310105566,F2(短大),17(石川),3(私),1(本),金沢星稜大学女子短期大学部,石川県金沢市御所町丑１０－１,9208620,2021-01-20,,5389,
G117110105578,G1(高専),17(石川),1(国),1(本),石川工業高等専門学校,石川県河北郡津幡町字北中条タ１,9290342,2021-01-20,,6580,
G117310105583,G1(高専),17(石川),3(私),1(本),国際高等専門学校,石川県金沢市久安２－２７０,9218601,2021-01-20,,8386,
F118110105597,F1(大学),18(福井),1(国),1(本),福井大学,福井県福井市文京３－９－１,9108507,2021-01-20,,0508,
F118210105602,F1(大学),18(福井),2(公),1(本),福井県立大学,福井県吉田郡永平寺町松岡兼定島４－１－１,9101195,2021-01-20,,1166,
F118210105611,F1(大学),18(福井),2(公),1(本),敦賀市立看護大学,福井県敦賀市木崎７８－２－１,9140814,2021-01-20,,1167,
F118310105628,F1(大学),18(福井),3(私),1(本),福井工業大学,福井県福井市学園３－６－１,9100028,2021-01-20,,2395,
F118310105637,F1(大学),18(福井),3(私),1(本),仁愛大学,福井県越前市大手町３－１－１,9158586,2021-01-20,,2396,
F118310105646,F1(大学),18(福井),3(私),1(本),福井医療大学,福井県福井市江上町５５－１３－１,9103190,2021-01-20,,2397,
F218310105654,F2(短大),18(福井),3(私),1(本),仁愛女子短期大学,福井県福井市天池町４３－１－１,9100124,2021-01-20,,5395,
G118110105666,G1(高専),18(福井),1(国),1(本),福井工業高等専門学校,福井県鯖江市下司町,9168507,2021-01-20,,6584,
F119110105676,F1(大学),19(山梨),1(国),1(本),山梨大学,山梨県甲府市武田４－４－３７,4008510,2021-01-20,,0500,
F119210105683,F1(大学),19(山梨),2(公),1(本),都留文科大学,山梨県都留市田原３－８－１,4020054,2021-01-20,,1172,
F119210105692,F1(大学),19(山梨),2(公),1(本),山梨県立大学,山梨県甲府市飯田５－１１－１,4000035,2021-01-20,,1177,
F119310105707,F1(大学),19(山梨),3(私),1(本),山梨学院大学,山梨県甲府市酒折２－４－５,4008575,2021-01-20,,2404,
F119310105716,F1(大学),19(山梨),3(私),1(本),身延山大学,山梨県南巨摩郡身延町身延３５６７,4092597,2021-01-20,,2406,
F119310105725,F1(大学),19(山梨),3(私),1(本),山梨英和大学,山梨県甲府市横根町八八八番地,4008555,2021-01-20,,2407,
F119310105734,F1(大学),19(山梨),3(私),1(本),健康科学大学,山梨県南都留郡富士河口湖町小立７１８７,4010380,2021-01-20,,2408,
F219210105744,F2(短大),19(山梨),2(公),1(本),大月短期大学,山梨県大月市御太刀１－１６－２,4010012,2021-01-20,,4448,
F219310105751,F2(短大),19(山梨),3(私),1(本),山梨学院短期大学,山梨県甲府市酒折２－４－５,4008575,2021-01-20,,5406,
F219310105760,F2(短大),19(山梨),3(私),1(本),帝京学園短期大学,山梨県山梨市上神内川１１５０－１,4050018,2021-01-20,,5407,
F120110105771,F1(大学),20(長野),1(国),1(本),信州大学,長野県松本市旭３－１－１,3908621,2021-01-20,,0248,
F120210105788,F1(大学),20(長野),2(公),1(本),公立諏訪東京理科大学,長野県茅野市豊平５０００－１,3910292,2021-01-20,,1179,
F120210105797,F1(大学),20(長野),2(公),1(本),長野県立大学,長野県長野市三輪８－４９－７,3808525,2021-01-20,,1181,
F120210105804,F1(大学),20(長野),2(公),1(本),長野県看護大学,長野県駒ケ根市赤穂１６９４,3994117,2021-01-20,,1182,
F120210105813,F1(大学),20(長野),2(公),1(本),長野大学,長野県上田市下之郷６５８－１,3861298,2021-01-20,,1183,
F120310105820,F1(大学),20(長野),3(私),1(本),松本歯科大学,長野県塩尻市大字広丘字郷原１７８０,3990781,2021-01-20,,2418,
F120310105839,F1(大学),20(長野),3(私),1(本),松本大学,長野県松本市新村２０９５－１,3901295,2021-01-20,,2420,
F120310105848,F1(大学),20(長野),3(私),1(本),清泉女学院大学,長野県長野市上野二丁目１２０番地８,3810085,2021-01-20,,2421,
F120310105857,F1(大学),20(長野),3(私),1(本),佐久大学,長野県佐久市岩村田２３８４番地,3850022,2021-01-20,,2422,
F120310105866,F1(大学),20(長野),3(私),1(本),長野保健医療大学,長野県長野市川中島町今井原１１－１,3812227,2021-01-20,,2423,
