学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F133310109643,F1(大学),33(岡山),3(私),1(本),中国学園大学,岡山県岡山市北区庭瀬８３番地,7010197,2021-01-20,,2736,
F133310109652,F1(大学),33(岡山),3(私),1(本),環太平洋大学,岡山県岡山市瀬戸町観音寺７２１番地,7090863,2021-01-20,,2737,
F133310109661,F1(大学),33(岡山),3(私),1(本),岡山医療専門職大学　,岡山県岡山市北区大供３丁目２－１８　,7000913,2021-01-20,,2738,
F133310109670,F1(大学),33(岡山),3(私),1(本),美作大学,岡山県津山市北園町５０,7088511,2021-01-20,,2743,
F233210109680,F2(短大),33(岡山),2(公),1(本),倉敷市立短期大学,岡山県倉敷市児島稗田町１６０,7110937,2021-01-20,,4542,
F233210109699,F2(短大),33(岡山),2(公),9(廃),新見公立短期大学,岡山県新見市西方１２６３－２,7180017,2021-01-20,2021-05-27,4546,
F233310109704,F2(短大),33(岡山),3(私),1(本),就実短期大学,岡山県岡山市中区西川原１－６－１,7038516,2021-01-20,,5726,
F233310109713,F2(短大),33(岡山),3(私),1(本),岡山短期大学,岡山県倉敷市有城７８７番地,7108511,2021-01-20,,5727,
F233310109722,F2(短大),33(岡山),3(私),1(本),作陽短期大学,岡山県倉敷市玉島長尾３５２４,7100292,2021-01-20,,5728,
F233310109731,F2(短大),33(岡山),3(私),1(本),中国短期大学,岡山県岡山市北区庭瀬８３番地,7010197,2021-01-20,,5730,
F233310109740,F2(短大),33(岡山),3(私),1(本),美作大学短期大学部,岡山県津山市北園町５０,7088511,2021-01-20,,5731,
F233310109759,F2(短大),33(岡山),3(私),1(本),山陽学園短期大学,岡山県岡山市中区平井１－１４－１,7038501,2021-01-20,,5732,
F233310109768,F2(短大),33(岡山),3(私),1(本),川崎医療短期大学,岡山県岡山市北区中山下二丁目１－７０,7000821,2021-01-20,,5733,
G133110109770,G1(高専),33(岡山),1(国),1(本),津山工業高等専門学校,岡山県津山市沼６２４－１,7080824,2021-01-20,,6652,
F134110109780,F1(大学),34(広島),1(国),1(本),広島大学,広島県東広島市鏡山１－３－２,7398511,2021-01-20,,0336,
F134210109797,F1(大学),34(広島),2(公),1(本),県立広島大学,広島県広島市南区宇品東１丁目１番７１号,7348558,2021-01-20,,1282,
F134210109804,F1(大学),34(広島),2(公),1(本),尾道市立大学,広島県尾道市久山田町１６００番地２,7228506,2021-01-20,,1283,
F134210109813,F1(大学),34(広島),2(公),1(本),広島市立大学,広島県広島市安佐南区大塚東３－４－１,7313194,2021-01-20,,1287,
F134210109822,F1(大学),34(広島),2(公),1(本),福山市立大学,広島県福山市港町二丁目１９－１,7210964,2021-01-20,,1295,
F134210111926,F1(大学),34(広島),2(公),1(本),叡啓大学,広島県広島市中区幟町１－５,7300016,2021-05-27,,1296,
F134310109839,F1(大学),34(広島),3(私),1(本),エリザベト音楽大学,広島県広島市中区幟町４－１５,7300016,2021-01-20,,2744,
F134310109848,F1(大学),34(広島),3(私),1(本),広島経済大学,広島県広島市安佐南区祇園５－３７－１,7310138,2021-01-20,,2745,
F134310109857,F1(大学),34(広島),3(私),1(本),広島工業大学,広島県広島市佐伯区三宅２－１－１,7315193,2021-01-20,,2746,
F134310109866,F1(大学),34(広島),3(私),1(本),広島修道大学,広島県広島市安佐南区大塚東１－１－１,7313195,2021-01-20,,2747,
F134310109875,F1(大学),34(広島),3(私),1(本),広島女学院大学,広島県広島市東区牛田東４－１３－１,7320063,2021-01-20,,2748,
F134310109884,F1(大学),34(広島),3(私),1(本),広島国際学院大学,広島県広島市安芸区中野６－２０－１,7390321,2021-01-20,,2749,
F134310109893,F1(大学),34(広島),3(私),1(本),広島文教大学,広島県広島市安佐北区可部東１－２－１,7310222,2021-01-20,,2750,
F134310109900,F1(大学),34(広島),3(私),1(本),安田女子大学,広島県広島市安佐南区安東６－１３－１,7310153,2021-01-20,,2751,
F134310109919,F1(大学),34(広島),3(私),1(本),福山大学,広島県福山市東村町字三蔵９８５番地の１,7290292,2021-01-20,,2752,
F134310109928,F1(大学),34(広島),3(私),1(本),比治山大学,広島県広島市東区牛田新町４－１－１,7328509,2021-01-20,,2753,
F134310109937,F1(大学),34(広島),3(私),1(本),福山平成大学,広島県福山市御幸町大字上岩成字正戸１１７－１,7200001,2021-01-20,,2754,
F134310109946,F1(大学),34(広島),3(私),1(本),広島文化学園大学,広島県呉市郷原学びの丘１－１－１　,7370182,2021-01-20,,2755,
F134310109955,F1(大学),34(広島),3(私),1(本),広島国際大学,広島県東広島市黒瀬学園台５５５－３６,7392695,2021-01-20,,2756,
F134310109964,F1(大学),34(広島),3(私),1(本),日本赤十字広島看護大学,広島県廿日市市阿品台東１－２,7380052,2021-01-20,,2757,
F134310109973,F1(大学),34(広島),3(私),1(本),広島都市学園大学,広島県広島市南区宇品西五丁目１３－１８,7340014,2021-01-20,,2759,
F234310109981,F2(短大),34(広島),3(私),1(本),山陽女子短期大学,広島県廿日市市佐方本町１－１,7380003,2021-01-20,,5744,
F234310109990,F2(短大),34(広島),3(私),1(本),比治山大学短期大学部,広島県広島市東区牛田新町４－１－１,7328509,2021-01-20,,5747,
F234310110005,F2(短大),34(広島),3(私),9(廃),広島国際学院大学自動車短期大学部,広島県広島市安芸区上瀬野町５１７－１,7390302,2021-01-20,2021-05-27,5750,
F234310110014,F2(短大),34(広島),3(私),1(本),広島文化学園短期大学,広島県広島市安佐南区長束西３－５－１,7310136,2021-01-20,,5751,
F234310110023,F2(短大),34(広島),3(私),1(本),安田女子短期大学,広島県広島市安佐南区安東６－１３－１,7310153,2021-01-20,,5754,
G134110110035,G1(高専),34(広島),1(国),1(本),呉工業高等専門学校,広島県呉市阿賀南２－２－１１,7370004,2021-01-20,,6656,
G134110110044,G1(高専),34(広島),1(国),1(本),広島商船高等専門学校,広島県豊田郡大崎上島町東野４２７２－１,7250231,2021-01-20,,6660,
F135110110054,F1(大学),35(山口),1(国),1(本),山口大学,山口県山口市吉田１６７７－１,7538511,2021-01-20,,0340,
F135210110061,F1(大学),35(山口),2(公),1(本),下関市立大学,山口県下関市大学町２－１－１,7518510,2021-01-20,,1288,
F135210110070,F1(大学),35(山口),2(公),1(本),山口県立大学,山口県山口市桜畠３－２－１,7538502,2021-01-20,,1292,
F135210110089,F1(大学),35(山口),2(公),1(本),山陽小野田市立山口東京理科大学,山口県山陽小野田市大学通１－１－１,7560884,2021-01-20,,1293,
F135210111961,F1(大学),35(山口),2(公),1(本),周南公立大学,山口県周南市学園台８４３－４－２,7458566,2022-05-01,,,
F135310110096,F1(大学),35(山口),3(私),1(本),梅光学院大学,山口県下関市向洋町１－１－１,7508511,2021-01-20,,2764,
F135310110103,F1(大学),35(山口),3(私),9(廃),徳山大学,山口県周南市学園台８４３－４－２,7458566,2021-01-20,2022-05-01,2765,F135210111961
F135310110112,F1(大学),35(山口),3(私),1(本),東亜大学,山口県下関市一の宮学園町２－１,7510807,2021-01-20,,2766,
F135310110121,F1(大学),35(山口),3(私),1(本),至誠館大学,山口県萩市椿東浦田５０００,7588585,2021-01-20,,2768,
F135310110130,F1(大学),35(山口),3(私),1(本),宇部フロンティア大学,山口県宇部市文京台二丁目１番１号,7550805,2021-01-20,,2769,
F135310110149,F1(大学),35(山口),3(私),1(本),山口学芸大学,山口県山口市小郡みらい町一丁目７番１号,7540032,2021-01-20,,2770,
F235310110157,F2(短大),35(山口),3(私),1(本),宇部フロンティア大学短期大学部,山口県宇部市文京台２－１－１,7550805,2021-01-20,,5764,
F235310110166,F2(短大),35(山口),3(私),1(本),下関短期大学,山口県下関市桜山町１－１,7500035,2021-01-20,,5765,
F235310110175,F2(短大),35(山口),3(私),1(本),山口短期大学,山口県防府市大字台道字大繁枝１１３４６番の２,7471232,2021-01-20,,5768,
F235310110184,F2(短大),35(山口),3(私),1(本),山口芸術短期大学,山口県山口市小郡みらい町一丁目７番１号,7540032,2021-01-20,,5769,
F235310110193,F2(短大),35(山口),3(私),1(本),岩国短期大学,山口県岩国市尾津町２－２４－１８,7400032,2021-01-20,,5770,
G135110110203,G1(高専),35(山口),1(国),1(本),徳山工業高等専門学校,山口県周南市学園台,7458585,2021-01-20,,6552,
G135110110212,G1(高専),35(山口),1(国),1(本),宇部工業高等専門学校,山口県宇部市常盤台２－１４－１,7558555,2021-01-20,,6664,
G135110110221,G1(高専),35(山口),1(国),1(本),大島商船高等専門学校,山口県大島郡周防大島町大字小松１０９１－１,7422193,2021-01-20,,6668,
F136110110231,F1(大学),36(徳島),1(国),1(本),徳島大学,徳島県徳島市新蔵町２－２４,7708501,2021-01-20,,0344,
F136110110240,F1(大学),36(徳島),1(国),1(本),鳴門教育大学,徳島県鳴門市鳴門町高島字中島７４８,7728502,2021-01-20,,0476,
F136310110255,F1(大学),36(徳島),3(私),1(本),四国大学,徳島県徳島市応神町古川字戎子野１２３－１,7711192,2021-01-20,,2779,
F136310110264,F1(大学),36(徳島),3(私),1(本),徳島文理大学,徳島県徳島市寺島本町東１丁目８,7708560,2021-01-20,,2780,
F236310110272,F2(短大),36(徳島),3(私),1(本),四国大学短期大学部,徳島県徳島市応神町古川字戎子野１２３－１,7711192,2021-01-20,,5779,
F236310110281,F2(短大),36(徳島),3(私),1(本),徳島文理大学短期大学部,徳島県徳島市寺島本町東１－８,7708560,2021-01-20,,5780,
F236310110290,F2(短大),36(徳島),3(私),1(本),徳島工業短期大学,徳島県板野郡板野町犬伏字蓮花谷１００,7790108,2021-01-20,,5782,
G136110110300,G1(高専),36(徳島),1(国),1(本),阿南工業高等専門学校,徳島県阿南市見能林町青木２６５,7740017,2021-01-20,,6672,
G136310000014,G1(高専),36(徳島),3(私),1(本),神山まるごと高等専門学校,徳島県名西郡神山町神領大埜地３４３,7713310,2023-05-01,,,
F137110110310,F1(大学),37(香川),1(国),1(本),香川大学,香川県高松市幸町１－１,7608521,2021-01-20,,0516,
F137210110327,F1(大学),37(香川),2(公),1(本),香川県立保健医療大学,香川県高松市牟礼町原２８１番地１,7610123,2021-01-20,,1300,
F137310110334,F1(大学),37(香川),3(私),1(本),四国学院大学,香川県善通寺市文京町３－２－１,7650013,2021-01-20,,2790,
F137310110343,F1(大学),37(香川),3(私),1(本),高松大学,香川県高松市春日町９６０,7610194,2021-01-20,,2791,
F237310110351,F2(短大),37(香川),3(私),1(本),香川短期大学,香川県綾歌郡宇多津町浜一番丁１０,7690201,2021-01-20,,5791,
F237310110360,F2(短大),37(香川),3(私),1(本),高松短期大学,香川県高松市春日町９６０,7610194,2021-01-20,,5794,
F237310111939,F2(短大),37(香川),3(私),1(本),せとうち観光専門職短期大学,香川県高松市屋島西町２３６６－１,7610113,2021-05-27,,5795,
G137110110372,G1(高専),37(香川),1(国),1(本),香川高等専門学校,香川県高松市勅使町３５５,7618058,2021-01-20,,6725,
F138110110382,F1(大学),38(愛媛),1(国),1(本),愛媛大学,愛媛県松山市道後樋又１０－１３,7900825,2021-01-20,,0352,
F138210110399,F1(大学),38(愛媛),2(公),1(本),愛媛県立医療技術大学,愛媛県伊予郡砥部町高尾田５４３番地,7912101,2021-01-20,,1305,
F138310110404,F1(大学),38(愛媛),3(私),1(本),松山大学,愛媛県松山市文京町４－２,7900826,2021-01-20,,2803,
F138310110413,F1(大学),38(愛媛),3(私),1(本),聖カタリナ大学,愛媛県松山市北条６６０,7992496,2021-01-20,,2804,
F138310110422,F1(大学),38(愛媛),3(私),1(本),松山東雲女子大学,愛媛県松山市桑原３－２－１,7908531,2021-01-20,,2805,
F238310110430,F2(短大),38(愛媛),3(私),1(本),今治明徳短期大学,愛媛県今治市矢田甲６８８,7940073,2021-01-20,,5803,
F238310110449,F2(短大),38(愛媛),3(私),1(本),環太平洋大学短期大学部,愛媛県宇和島市伊吹町馬場４２１,7980022,2021-01-20,,5804,
F238310110458,F2(短大),38(愛媛),3(私),1(本),聖カタリナ大学短期大学部,愛媛県松山市北条６６０,7992496,2021-01-20,,5806,
F238310110467,F2(短大),38(愛媛),3(私),1(本),松山東雲短期大学,愛媛県松山市桑原３－２－１,7908531,2021-01-20,,5807,
F238310110476,F2(短大),38(愛媛),3(私),1(本),松山短期大学,愛媛県松山市文京町４－２,7900826,2021-01-20,,5808,
G138110110488,G1(高専),38(愛媛),1(国),1(本),新居浜工業高等専門学校,愛媛県新居浜市八雲町７－１,7920805,2021-01-20,,6680,
G138110110497,G1(高専),38(愛媛),1(国),1(本),弓削商船高等専門学校,愛媛県越智郡上島町弓削下弓削１０００番地,7942593,2021-01-20,,6684,
F139110110504,F1(大学),39(高知),1(国),1(本),高知大学,高知県高知市曙町２－５－１,7808520,2021-01-20,,0520,
F139210110511,F1(大学),39(高知),2(公),1(本),高知県立大学,高知県高知市池２７５１－１,7818515,2021-01-20,,1308,
F139210110520,F1(大学),39(高知),2(公),1(本),高知工科大学,高知県香美市土佐山田町宮ノ口１８５,7828502,2021-01-20,,1309,
F139310110537,F1(大学),39(高知),3(私),1(本),高知リハビリテーション専門職大学,高知県土佐市高岡町乙１１３９－３,7811102,2021-01-20,,2811,
F139310110546,F1(大学),39(高知),3(私),1(本),高知学園大学,高知県高知市旭天神町２９２番地２６　,7800955,2021-01-20,,2812,
F239310110554,F2(短大),39(高知),3(私),1(本),高知学園短期大学,高知県高知市旭天神町２９２番地２６　,7800955,2021-01-20,,5820,
G139110110566,G1(高専),39(高知),1(国),1(本),高知工業高等専門学校,高知県南国市物部乙２００番１,7838508,2021-01-20,,6688,
F140110110574,F1(大学),40(福岡),1(国),1(本),九州工業大学,福岡県北九州市戸畑区仙水町１－１,8048550,2021-01-20,,0360,
F140110110583,F1(大学),40(福岡),1(国),1(本),福岡教育大学,福岡県宗像市赤間文教町１－１,8114192,2021-01-20,,0364,
F140110110592,F1(大学),40(福岡),1(国),1(本),九州大学,福岡県福岡市西区元岡７４４,8190395,2021-01-20,,0368,
F140210110607,F1(大学),40(福岡),2(公),1(本),北九州市立大学,福岡県北九州市小倉南区北方４－２－１,8028577,2021-01-20,,1312,
F140210110616,F1(大学),40(福岡),2(公),1(本),九州歯科大学,福岡県北九州市小倉北区真鶴２－６－１,8030844,2021-01-20,,1316,
F140210110625,F1(大学),40(福岡),2(公),1(本),福岡女子大学,福岡県福岡市東区香住ケ丘１－１－１,8138529,2021-01-20,,1320,
F140210110634,F1(大学),40(福岡),2(公),1(本),福岡県立大学,福岡県田川市大字伊田４３９５,8258585,2021-01-20,,1322,
F140310110641,F1(大学),40(福岡),3(私),1(本),九州共立大学,福岡県北九州市八幡西区自由ケ丘１－８,8078585,2021-01-20,,2827,
F140310110650,F1(大学),40(福岡),3(私),1(本),九州女子大学,福岡県北九州市八幡西区自由ヶ丘１－１,8070867,2021-01-20,,2828,
F140310110669,F1(大学),40(福岡),3(私),1(本),九州国際大学,福岡県北九州市八幡東区平野１－６－１,8058512,2021-01-20,,2829,
F140310110678,F1(大学),40(福岡),3(私),1(本),福岡歯科大学,福岡県福岡市早良区田村２－１５－１,8140193,2021-01-20,,2830,
F140310110687,F1(大学),40(福岡),3(私),1(本),九州産業大学,福岡県福岡市東区松香台２－３－１,8138503,2021-01-20,,2847,
F140310110696,F1(大学),40(福岡),3(私),1(本),久留米大学,福岡県久留米市旭町６７,8300011,2021-01-20,,2848,
F140310110703,F1(大学),40(福岡),3(私),1(本),西南学院大学,福岡県福岡市早良区西新６－２－９２,8148511,2021-01-20,,2849,
F140310110712,F1(大学),40(福岡),3(私),1(本),第一薬科大学,福岡県福岡市南区玉川町２２－１,8158511,2021-01-20,,2850,
F140310110721,F1(大学),40(福岡),3(私),1(本),中村学園大学,福岡県福岡市城南区別府５－７－１,8140198,2021-01-20,,2852,
F140310110730,F1(大学),40(福岡),3(私),1(本),西日本工業大学,福岡県京都郡苅田町新津１－１１,8000394,2021-01-20,,2853,
F140310110749,F1(大学),40(福岡),3(私),1(本),福岡大学,福岡県福岡市城南区七隈８－１９－１,8140180,2021-01-20,,2854,
F140310110758,F1(大学),40(福岡),3(私),1(本),福岡工業大学,福岡県福岡市東区和白東３－３０－１,8110295,2021-01-20,,2855,
F140310110767,F1(大学),40(福岡),3(私),1(本),日本経済大学,福岡県太宰府市五条３－１１－２５,8180197,2021-01-20,,2856,
F140310110776,F1(大学),40(福岡),3(私),1(本),久留米工業大学,福岡県久留米市上津町２２２８－６６,8300052,2021-01-20,,2857,
F140310110785,F1(大学),40(福岡),3(私),1(本),産業医科大学,福岡県北九州市八幡西区医生ケ丘１－１,8078555,2021-01-20,,2858,
F140310110794,F1(大学),40(福岡),3(私),1(本),筑紫女学園大学,福岡県太宰府市石坂２－１２－１,8180192,2021-01-20,,2859,
F140310110801,F1(大学),40(福岡),3(私),1(本),福岡女学院大学,福岡県福岡市南区曰佐３－４２－１,8111313,2021-01-20,,2860,
F140310110810,F1(大学),40(福岡),3(私),1(本),西南女学院大学,福岡県北九州市小倉北区井堀１－３－５,8030835,2021-01-20,,2861,
F140310110829,F1(大学),40(福岡),3(私),1(本),九州情報大学,福岡県太宰府市宰府６丁目３－１,8180117,2021-01-20,,2862,
F140310110838,F1(大学),40(福岡),3(私),1(本),九州栄養福祉大学,福岡県北九州市小倉北区下到津五丁目１番１号,8038511,2021-01-20,,2864,
F140310110847,F1(大学),40(福岡),3(私),1(本),日本赤十字九州国際看護大学,福岡県宗像市アスティ１丁目１番地,8114157,2021-01-20,,2865,
F140310110856,F1(大学),40(福岡),3(私),1(本),聖マリア学院大学,福岡県久留米市津福本町４２２番地,8308558,2021-01-20,,2867,
F140310110865,F1(大学),40(福岡),3(私),1(本),サイバー大学,福岡県福岡市東区香椎照葉三丁目２番１号シーマークビル３階,8130017,2021-01-20,,2868,
F140310110874,F1(大学),40(福岡),3(私),1(本),福岡女学院看護大学,福岡県古賀市千鳥１丁目１番７号,8113113,2021-01-20,,2869,
F140310110883,F1(大学),40(福岡),3(私),1(本),保健医療経営大学,福岡県みやま市瀬高町高柳字宮手９６０番地４,8350018,2021-01-20,,2870,
F140310110892,F1(大学),40(福岡),3(私),1(本),純真学園大学,福岡県福岡市南区筑紫丘１－１－１,8158510,2021-01-20,,2872,
F140310110909,F1(大学),40(福岡),3(私),1(本),福岡看護大学,福岡県福岡市早良区田村２－１５－１,8140193,2021-01-20,,2873,
F140310110918,F1(大学),40(福岡),3(私),1(本),福岡国際医療福祉大学,福岡県福岡市早良区百道浜３－６－４０,8140001,2021-01-20,,2874,
F140310112006,F1(大学),40(福岡),3(私),1(本),令和健康科学大学,福岡県福岡市東区和白丘２丁目１－１２,8110213,2022-05-01,,,
F240310110926,F2(短大),40(福岡),3(私),1(本),折尾愛真短期大学,福岡県北九州市八幡西区堀川町１１－１,8070861,2021-01-20,,5827,
F240310110935,F2(短大),40(福岡),3(私),1(本),九州女子短期大学,福岡県北九州市八幡西区自由ケ丘１,8070867,2021-01-20,,5828,
F240310110944,F2(短大),40(福岡),3(私),1(本),西南女学院大学短期大学部,福岡県北九州市小倉北区井堀１－３－２,8030835,2021-01-20,,5830,
F240310110953,F2(短大),40(福岡),3(私),1(本),東筑紫短期大学,福岡県北九州市小倉北区下到津五丁目１番１号,8038511,2021-01-20,,5831,
F240310110962,F2(短大),40(福岡),3(私),1(本),福岡女子短期大学,福岡県太宰府市五条４－１６－１,8180193,2021-01-20,,5847,
F240310110971,F2(短大),40(福岡),3(私),1(本),近畿大学九州短期大学,福岡県飯塚市菰田東１－５－３０,8200016,2021-01-20,,5849,
F240310110980,F2(短大),40(福岡),3(私),1(本),久留米信愛短期大学,福岡県久留米市御井町２２７８－１,8398508,2021-01-20,,5851,
F240310110999,F2(短大),40(福岡),3(私),1(本),香蘭女子短期大学,福岡県福岡市南区横手１－２－１,8111311,2021-01-20,,5852,
F240310111006,F2(短大),40(福岡),3(私),1(本),純真短期大学,福岡県福岡市南区筑紫丘１－１－１,8158510,2021-01-20,,5853,
F240310111015,F2(短大),40(福岡),3(私),1(本),精華女子短期大学,福岡県福岡市博多区南八幡町２－１２－１,8120886,2021-01-20,,5854,
F240310111024,F2(短大),40(福岡),3(私),1(本),中村学園大学短期大学部,福岡県福岡市城南区別府５－７－１,8140198,2021-01-20,,5857,
F240310111033,F2(短大),40(福岡),3(私),1(本),西日本短期大学,福岡県福岡市中央区福浜１－３－１,8100066,2021-01-20,,5858,
F240310111042,F2(短大),40(福岡),3(私),1(本),福岡工業大学短期大学部,福岡県福岡市東区和白東３－３０－１,8110214,2021-01-20,,5859,
F240310111051,F2(短大),40(福岡),3(私),1(本),福岡女学院大学短期大学部,福岡県福岡市南区曰佐３－４２－１,8111313,2021-01-20,,5860,
F240310111060,F2(短大),40(福岡),3(私),1(本),九州産業大学造形短期大学部,福岡県福岡市東区松香台２－３－１,8138503,2021-01-20,,5862,
F240310111079,F2(短大),40(福岡),3(私),1(本),九州大谷短期大学,福岡県筑後市蔵数字大谷４９５－１,8330054,2021-01-20,,5863,
F240310111088,F2(短大),40(福岡),3(私),1(本),福岡こども短期大学,福岡県太宰府市五条３－１１－２５,8180125,2021-01-20,,5864,
F240310111097,F2(短大),40(福岡),3(私),1(本),福岡医療短期大学,福岡県福岡市早良区田村２－１５－１,8140193,2021-01-20,,5869,
G140110111107,G1(高専),40(福岡),1(国),1(本),久留米工業高等専門学校,福岡県久留米市小森野１－１－１,8308555,2021-01-20,,6692,
G140110111116,G1(高専),40(福岡),1(国),1(本),有明工業高等専門学校,福岡県大牟田市東萩尾町１５０,8368585,2021-01-20,,6696,
G140110111125,G1(高専),40(福岡),1(国),1(本),北九州工業高等専門学校,福岡県北九州市小倉南区志井５－２０－１,8020985,2021-01-20,,6700,
F141110111135,F1(大学),41(佐賀),1(国),1(本),佐賀大学,佐賀県佐賀市本庄町１,8408502,2021-01-20,,0524,
F141310111140,F1(大学),41(佐賀),3(私),1(本),西九州大学,佐賀県神埼市神埼町尾崎４４９０－９,8428585,2021-01-20,,2871,
F241310111158,F2(短大),41(佐賀),3(私),1(本),佐賀女子短期大学,佐賀県佐賀市本庄町大字本庄１３１３,8408550,2021-01-20,,5871,
F241310111167,F2(短大),41(佐賀),3(私),1(本),西九州大学短期大学部,佐賀県佐賀市神園３－１８－１５,8400806,2021-01-20,,5872,
F241310111176,F2(短大),41(佐賀),3(私),1(本),九州龍谷短期大学,佐賀県鳥栖市村田町岩井手１３５０,8410072,2021-01-20,,5873,
F142110111189,F1(大学),42(長崎),1(国),1(本),長崎大学,長崎県長崎市文教町１－１４,8528521,2021-01-20,,0380,
F142210111196,F1(大学),42(長崎),2(公),1(本),長崎県立大学,長崎県佐世保市川下町１２３番地,8580914,2021-01-20,,1330,
F142310111201,F1(大学),42(長崎),3(私),1(本),長崎総合科学大学,長崎県長崎市網場町５３６,8510193,2021-01-20,,2882,
F142310111210,F1(大学),42(長崎),3(私),1(本),活水女子大学,長崎県長崎市東山手町１ー５０,8508515,2021-01-20,,2883,
F142310111229,F1(大学),42(長崎),3(私),1(本),長崎純心大学,長崎県長崎市三ツ山町２３５,8528558,2021-01-20,,2884,
F142310111238,F1(大学),42(長崎),3(私),1(本),長崎国際大学,長崎県佐世保市ハウステンボス町２８２５番７,8593298,2021-01-20,,2885,
F142310111247,F1(大学),42(長崎),3(私),1(本),長崎外国語大学,長崎県西彼杵郡時津町元村郷１０１０番地１,8512196,2021-01-20,,2886,
F142310111256,F1(大学),42(長崎),3(私),1(本),鎮西学院大学,長崎県諫早市西栄田町１２１２－１,8540082,2021-01-20,,2887,
F242310111264,F2(短大),42(長崎),3(私),1(本),長崎女子短期大学,長崎県長崎市弥生町１９－１,8508512,2021-01-20,,5882,
F242310111273,F2(短大),42(長崎),3(私),1(本),長崎短期大学,長崎県佐世保市椎木町６００番,8580925,2021-01-20,,5884,
G142110111285,G1(高専),42(長崎),1(国),1(本),佐世保工業高等専門学校,長崎県佐世保市沖新町１の１,8571193,2021-01-20,,6704,
F143110111295,F1(大学),43(熊本),1(国),1(本),熊本大学,熊本県熊本市中央区黒髪２－３９－１,8608555,2021-01-20,,0384,
F143210111300,F1(大学),43(熊本),2(公),1(本),熊本県立大学,熊本県熊本市東区月出３－１－１００,8628502,2021-01-20,,1332,
F143310111317,F1(大学),43(熊本),3(私),1(本),崇城大学,熊本県熊本市西区池田４丁目２２番１号,8600082,2021-01-20,,2903,
F143310111326,F1(大学),43(熊本),3(私),1(本),熊本学園大学,熊本県熊本市中央区大江２丁目５番１号,8628680,2021-01-20,,2904,
F143310111335,F1(大学),43(熊本),3(私),1(本),尚絅大学,熊本県熊本市中央区九品寺２－６－７８,8628678,2021-01-20,,2905,
F143310111344,F1(大学),43(熊本),3(私),1(本),九州ルーテル学院大学,熊本県熊本市中央区黒髪３丁目１２－１６,8608520,2021-01-20,,2906,
F143310111353,F1(大学),43(熊本),3(私),1(本),九州看護福祉大学,熊本県玉名市富尾８８８,8650062,2021-01-20,,2907,
F143310111362,F1(大学),43(熊本),3(私),1(本),平成音楽大学,熊本県上益城郡御船町大字滝川字東原１６５８番地,8613205,2021-01-20,,2908,
F143310111371,F1(大学),43(熊本),3(私),1(本),熊本保健科学大学,熊本県熊本市北区和泉町亀の甲３２５番地,8615598,2021-01-20,,2909,
F243310111389,F2(短大),43(熊本),3(私),1(本),尚絅大学短期大学部,熊本県熊本市中央区九品寺２－６－７８,8628678,2021-01-20,,5905,
F243310111398,F2(短大),43(熊本),3(私),1(本),中九州短期大学,熊本県八代市平山新町４４３８,8660074,2021-01-20,,5908,
G143110111408,G1(高専),43(熊本),1(国),1(本),熊本高等専門学校,熊本県八代市平山新町２６２７,8660074,2021-01-20,,6729,
F144110111418,F1(大学),44(大分),1(国),1(本),大分大学,大分県大分市大字旦野原７００番地,8701192,2021-01-20,,0528,
F144210111425,F1(大学),44(大分),2(公),1(本),大分県立看護科学大学,大分県大分市廻栖野２９４４－９,8701201,2021-01-20,,1334,
F144310111432,F1(大学),44(大分),3(私),1(本),日本文理大学,大分県大分市大字一木１７２７番地１６２,8700397,2021-01-20,,2914,
F144310111441,F1(大学),44(大分),3(私),1(本),別府大学,大分県別府市大字北石垣８２,8748501,2021-01-20,,2915,
F144310111450,F1(大学),44(大分),3(私),1(本),立命館アジア太平洋大学,大分県別府市十文字原１－１,8748577,2021-01-20,,2916,
F244210111460,F2(短大),44(大分),2(公),1(本),大分県立芸術文化短期大学,大分県大分市上野丘東１－１１,8700833,2021-01-20,,4612,
F244310111477,F2(短大),44(大分),3(私),1(本),大分短期大学,大分県大分市千代町３－３－８,8700033,2021-01-20,,5914,
F244310111486,F2(短大),44(大分),3(私),1(本),東九州短期大学,大分県中津市一ツ松２１１,8710014,2021-01-20,,5916,
F244310111495,F2(短大),44(大分),3(私),1(本),別府溝部学園短期大学,大分県別府市大字野田字通山７８,8740016,2021-01-20,,5917,
F244310111501,F2(短大),44(大分),3(私),1(本),別府大学短期大学部,大分県別府市大字北石垣８２,8748501,2021-01-20,,5918,
G144110111513,G1(高専),44(大分),1(国),1(本),大分工業高等専門学校,大分県大分市大字牧１６６６,8700152,2021-01-20,,6708,
F145110111523,F1(大学),45(宮崎),1(国),1(本),宮崎大学,宮崎県宮崎市学園木花台西１丁目１番地,8892192,2021-01-20,,0532,
F145210111530,F1(大学),45(宮崎),2(公),1(本),宮崎公立大学,宮崎県宮崎市船塚一丁目１－２,8808520,2021-01-20,,1336,
F145210111549,F1(大学),45(宮崎),2(公),1(本),宮崎県立看護大学,宮崎県宮崎市まなび野３－５－１,8800929,2021-01-20,,1338,
F145310111556,F1(大学),45(宮崎),3(私),1(本),南九州大学,宮崎県宮崎市霧島５丁目１番地２,8800032,2021-01-20,,2929,
